content,published_at,likes,replies,mentioned_topics,additional_themes,attitude_towards_israel,attitude_towards_us,attitude_towards_qatar,attitude_towards_hamas,attitude_confidence,attitude_indicators,intelligence_score,intelligence_markers,insightfulness_score,insight_type,emotional_score
"The whole middle East including Qatar bought radar systems and fighter jets from America
But when Israel flew their F-35s to conduct assassination mission, America turned them off to help Israel, so Qatar and other middle east countries were blindfolded....
So now who dares to buy weapon systems from USA?",2025-09-15 19:52:27.838000+00:00,0,2,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.F35_AIRCRAFT: 'F-35 aircraft'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>]","['arms_export_reliability', 'US_complicity', 'buyer_trust_erosion']",3.0,2.0,7.0,,0.78,"['America turned them off to help Israel', 'So now who dares to buy weapon systems from USA?', 'Israel flew their F-35s to conduct assassination mission', 'Qatar and other middle east countries were blindfolded']",2,"['proper_grammar', 'logical_structure', 'domain_knowledge', 'critical_analysis']",3,systemic_critique,4
Israel will be the cause of American downfall. The US’s place as security guarantor is tarnished now.,2025-09-15 19:52:27.838000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['U.S. hegemonic decline', 'Credibility and reputation', 'Reliability of security guarantees']",3.0,3.0,,,0.9,"['Israel will be the cause of American downfall.', 'The US’s place as security guarantor is tarnished now.']",2,['proper_grammar'],2,predictive_analysis,4
"Caspian it's getting increasingly difficult for you to play this unbiased role, it seems like you are begging it now. Too many lives have been shed. Use your platform to really expose the Israeli government.",2025-09-15 19:52:27.838000+00:00,0,1,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['media bias', 'call to activism', 'civilian casualties']",3.0,,,,0.88,"['Use your platform to really expose the Israeli government', 'Too many lives have been shed', 'getting increasingly difficult for you to play this unbiased role', 'it seems like you are begging it now']",2,['logical_structure'],2,basic_opinion,4
You talk about Qatar playing both sides. But there's a 3rd side: they've spent a minimum of $30 billion propagandizing progressives and students in America and affecting the media around the world and the UN. They have promoted terrorism the entire time. They have sent billions to Hamas. They are actually the most radical regime in the area outside of Iran. And they are not remotely a neutral intermediary.,2025-09-15 19:52:27.838000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['foreign influence/propaganda operations', 'terror financing', 'mediator neutrality/bias']",,,1.0,3.0,0.85,"['spent a minimum of $30 billion propagandizing progressives and students in America', 'affecting the media around the world and the UN', 'They have promoted terrorism the entire time', 'They have sent billions to Hamas', 'They are not remotely a neutral intermediary']",3,"['proper_grammar', 'logical_structure', 'critical_analysis']",3,counter_argument,4
The real question is why is Qatar harboring terrorists,2025-09-15 19:52:27.838000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>]",['state support for terrorism'],,,3.0,1.0,0.8,"['why is Qatar harboring terrorists', 'terrorists']",2,"['logical_structure', 'critical_analysis']",2,basic_opinion,3
Nobody talks about what third country allowed their airspace to be used for refuelling!,2025-09-15 19:52:27.838000+00:00,0,0,"[<VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.F35_AIRCRAFT: 'F-35 aircraft'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['overflight permissions', 'regional complicity', 'media coverage gaps']",,,,,0.8,"['Nobody talks about...', 'what third country allowed their airspace', 'to be used for refuelling']",3,"['proper_grammar', 'logical_structure', 'critical_analysis', 'domain_knowledge']",4,additional_context,2
The Bush Doctrine has become the Netanyahu Doctrine,2025-09-15 19:52:30.636000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.NETANYAHU: 'Netanyahu'>]","['preemptive_warfare', 'unilateral_intervention', 'war_on_terror_legacy']",3.0,3.0,,,0.5,"['The Bush Doctrine has become the Netanyahu Doctrine', 'Bush Doctrine', 'Netanyahu Doctrine']",3,"['proper_grammar', 'domain_knowledge', 'critical_analysis']",3,historical_parallel,2
"I fail to see what benefit Hamas leaders bring to Qatar, for Qatar to take the risk to mediate.",2025-09-15 19:52:30.636000+00:00,0,1,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['mediator incentives', 'risk calculus', 'national interest']",,,4.0,4.0,0.64,"['I fail to see what benefit Hamas leaders bring to Qatar', 'for Qatar to take the risk to mediate']",3,"['proper_grammar', 'logical_structure', 'critical_analysis']",3,basic_opinion,2
"This video is all conspiracy theory madness. Nothing seems to be corroborated, but instead stated as fact.",2025-09-15 19:52:30.636000+00:00,0,0,[],"['conspiracy theory accusation', 'evidence/corroboration critique', 'media skepticism']",,,,,0.32,"['conspiracy theory madness', 'Nothing seems to be corroborated', 'stated as fact']",2,['proper_grammar'],2,counter_argument,4
This was coordinated with the US.,2025-09-15 19:52:30.636000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.QATAR: 'Qatar'>]",['US complicity'],5.0,3.0,,,0.6,"['This was coordinated with the US.', 'Assigns joint planning/responsibility to Washington for the Israeli strike']",2,['proper_grammar'],2,basic_opinion,1
Israel is a criminal state,2025-09-15 19:52:30.636000+00:00,0,0,[<VideoTopic.ISRAEL: 'Israel'>],['state criminality'],1.0,,,,0.98,['Israel is a criminal state'],1,['proper_grammar'],1,basic_opinion,4
Qatar hiding Hamas leaders is the cause.  Israel and U.S. can bomb Hamas in any country is wants.,2025-09-15 19:52:30.636000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['extraterritorial use of force', 'state sovereignty', 'attribution of blame']",9.0,9.0,3.0,1.0,0.9,"['Qatar hiding Hamas leaders is the cause.', 'Israel and U.S. can bomb Hamas in any country is wants.']",2,['logical_structure'],2,basic_opinion,3
Maybe author will read this in a pile of 2k comments. Qatar is one of the largest terrorist supporters globally. It's open policy made it a perfect breeding ground for high-ranking terrorists across the globe. It won't stop Israel in killing all of HAMAS though.,2025-09-15 19:52:30.636000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>]","['state_sponsorship_of_terrorism', 'targeted_killings', 'eradication_rhetoric']",8.0,,1.0,1.0,0.92,"['Qatar is one of the largest terrorist supporters globally.', ""It's open policy made it a perfect breeding ground for high-ranking terrorists across the globe."", ""It won't stop Israel in killing all of HAMAS though.""]",2,"['proper_grammar', 'logical_structure']",2,basic_opinion,4
"Israel can attack a sovereign country without consequences, China go ahead and take ur disputed land",2025-09-15 19:52:30.636000+00:00,1,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['double standards', 'international law/sovereignty', 'great-power precedent']",3.0,,,,0.85,"['Israel can attack a sovereign country without consequences', 'China go ahead and take ur disputed land']",2,['logical_structure'],2,systemic_critique,4
I doubt Hamas leaders were thinking to release the hostages before their own life got threaten. Maybe the strike has disrupted a discussion about about how and when releasing the last hostages… but maybe also it gave the hamas leader a reason to free the surviving hostages. Maybe it gave them a reason to stop the war.,2025-09-15 19:52:30.636000+00:00,0,1,"[<VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['hostage-release dynamics', 'deterrence and coercive leverage', 'war-termination incentives']",6.0,,,3.0,0.5,"['I doubt Hamas leaders were thinking to release the hostages before their own life got threaten.', 'Maybe the strike has disrupted a discussion...', 'maybe also it gave the hamas leader a reason to free the surviving hostages.', 'Maybe it gave them a reason to stop the war.']",3,"['logical_structure', 'nuanced_thinking', 'critical_analysis']",3,counter_argument,2
So US invites Hamas to ceasefire negotiation in Qatar (international neutral country) just to make Israel to attack them? Can't wait Israel attacking other countries and said it was defending action in act against terrorism...,2025-09-15 19:52:30.636000+00:00,1,1,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['sarcasm/irony', 'questioning self-defense justification', 'manipulation of peace talks']",3.0,3.0,6.0,5.0,0.66,"['US invites Hamas ... just to make Israel to attack them?', 'Qatar (international neutral country)', ""Can't wait Israel attacking other countries"", 'said it was defending action in act against terrorism']",2,['critical_analysis'],2,systemic_critique,4
I wonder if it was indeed done with Quatar's consent.,2025-09-15 19:52:30.636000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['host-nation consent', 'covert cooperation']",5.0,,5.0,,0.32,"[""I wonder if it was indeed done with Quatar's consent.""]",2,"['proper_grammar', 'logical_structure']",2,basic_opinion,1
Qatar need to strengthen its defence system.Qatar must not depend on any powers to defend its territory.,2025-09-15 19:52:32.868000+00:00,3,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>]","['defense self-reliance', 'strategic autonomy']",,,7.0,,0.8,"['Qatar need to strengthen its defence system', 'Qatar must not depend on any powers', 'defend its territory']",2,['logical_structure'],2,basic_opinion,2
the anti air missiles not working seems strange; it might be possible that the system has some remote kill switch since the system is western.,2025-09-15 19:52:32.868000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>, <VideoTopic.UNITED_STATES: 'United States'>]","['backdoor/remote kill switch speculation', 'supplier control over foreign military systems', 'technological sovereignty and trust']",,,,,0.23,"['“anti air missiles not working seems strange”', '“remote kill switch since the system is western”']",2,"['logical_structure', 'critical_analysis']",2,additional_context,2
Israel is playing Batman. Qatar and the US seem to be in cooperation with them. They might be using Israel (as always) to do the dirty work for them.,2025-09-15 19:52:32.868000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['proxy_warfare', 'covert_collusion', 'vigilantism_metaphor']",3.0,3.0,3.0,,0.78,"['Israel is playing Batman', 'Qatar and the US seem to be in cooperation with them', 'They might be using Israel (as always) to do the dirty work for them']",2,"['proper_grammar', 'logical_structure']",2,basic_opinion,3
"Frankly, Qatar made themselves part of this war by financing Hamas and giving shelter and sanctuary to its leaders to wage their forever war. 

Not to mention Qatar has been financing every islamist group in the world for decades now. Its a state sponsor of international terrorism with every nations blood on its hands. 

I shed no tears for them.",2025-09-15 19:52:32.868000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['state sponsorship of terrorism', 'harboring militant leaders', 'moral culpability/collective blame']",,,1.0,3.0,0.8,"['Qatar made themselves part of this war by financing Hamas and giving shelter and sanctuary to its leaders', 'financing every islamist group in the world for decades', 'state sponsor of international terrorism with every nations blood on its hands', 'I shed no tears for them.']",2,"['proper_grammar', 'logical_structure']",2,basic_opinion,4
Hamas are satanic and need to be eradicated where ever they hide.,2025-09-15 19:52:32.868000+00:00,0,0,[<VideoTopic.HAMAS: 'Hamas'>],"['advocacy of violence', 'dehumanizing language', 'religious demonization']",,,,1.0,0.98,"['Hamas are satanic', 'need to be eradicated where ever they hide']",1,[],1,basic_opinion,5
"Why didn't Qatar convene an urgent international conference when it was attacked by Iran just two months ago, right there in Doha? Why is it so outraged by a violation of its sovereignty on foreign soil, yet never condemned so harshly when the organization it funded violated Israel's sovereignty on October 7? And above all, how long with this regional hypocrisy continue, in which one is allowed to host mass murderers on their soil and then lose their mind when someone tries to assassinate them?
-Amit Segal",2025-09-15 19:52:32.868000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['sovereignty violations', 'hypocrisy/double standards', 'state support or hosting of militants']",8.0,,2.0,1.0,0.9,"[""never condemned so harshly when the organization it funded violated Israel's sovereignty on October 7"", 'host mass murderers on their soil', 'lose their mind when someone tries to assassinate them', 'Why is it so outraged by a violation of its sovereignty on foreign soil?', 'how long will this regional hypocrisy continue']",3,"['proper_grammar', 'logical_structure', 'domain_knowledge', 'critical_analysis']",3,systemic_critique,4
Being a friend or Ally of Americans are biggest sin 🤡 🤡🤡,2025-09-15 19:52:32.868000+00:00,3,0,"[<VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['anti-Americanism', 'alliances and consequences']",,1.0,,,0.92,"['Being a friend or Ally of Americans are biggest sin', '🤡 🤡🤡']",1,[],1,basic_opinion,4
the thing about the us security guarantees is they where always conditional on it being in americas interests to do so that's what happens when you outsource your security you can only hope they hold up there end,2025-09-15 19:52:32.868000+00:00,0,1,"[<VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['alliance reliability', 'outsourcing security', 'realist foreign policy']",,3.0,,,0.78,"['US security guarantees are always conditional on America’s interests', 'that’s what happens when you outsource your security', 'you can only hope they hold up their end']",2,"['logical_structure', 'critical_analysis']",3,systemic_critique,2
"Will say it again, the biggest threat to world Peace is ISRAEL!!! Fear nothing else more than this evil regime as it holds the US with a iron grip!!!",2025-09-15 19:52:32.868000+00:00,4,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>]","['US policy capture by Israel/lobby', 'world peace framing', 'moral demonization']",1.0,4.0,,,0.95,"['the biggest threat to world Peace is ISRAEL!!!', 'evil regime', 'holds the US with a iron grip']",1,[],1,basic_opinion,5
Perhaps Israel 🇮🇱is trying shake 🫨 up the negotiations.  So far ( to oversimplify ) 🔪 Hamas 💥 response to the war has been to demand Israel 🇮🇱 retreat or surrender 😮 while they let the Gazans suffer😢,2025-09-15 19:52:32.868000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['civilian suffering', 'negotiation tactics']",7.0,,,3.0,0.85,"['Perhaps Israel is trying to shake up the negotiations', 'Hamas response has been to demand Israel retreat or surrender', 'while they let the Gazans suffer']",2,"['logical_structure', 'critical_analysis']",2,basic_opinion,3
